MES;DIA;HORA;PROVINCIA;CANTON;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
ENERO;MARTES;11:00 A 11:59;IMBABURA;OTAVALO;URBANA;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;23:00 A 23:59;IMBABURA;IBARRA;RURAL;0;0;0;OTROS;OTRAS CAUSAS
ENERO;MARTES;12:00 A 12:59;TUNGURAHUA;AMBATO;URBANA;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;07:00 A 07:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;04:00 A 04:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;14:00 A 14:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;20:00 A 20:59;ESMERALDAS;SAN LORENZO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
ENERO;MARTES;10:00 A 10:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;08:00 A 08:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;5;5;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;09:00 A 09:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;14:00 A 14:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;06:00 A 06:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;06:00 A 06:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ROZAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;09:00 A 09:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;20:00 A 20:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
ENERO;MARTES;19:00 A 19:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;18:00 A 18:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;12:00 A 12:59;MANABÍ;MANTA;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;11:00 A 11:59;MANABÍ;MANTA;URBANA;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;03:00 A 03:59;MANABÍ;MANTA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;03:00 A 03:59;AZUAY;CUENCA;URBANA;0;1;1;ROZAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;21:00 A 21:59;AZUAY;CUENCA;RURAL;1;1;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;11:00 A 11:59;LOS RÍOS;VENTANAS;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;20:00 A 20:59;GUAYAS;EL EMPALME;RURAL;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;08:00 A 08:59;LOS RÍOS;VENTANAS;RURAL;0;5;5;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;17:00 A 17:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;21:00 A 21:59;GUAYAS;NOBOL;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;13:00 A 13:59;SANTA ELENA;SALINAS;URBANA;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;19:00 A 19:59;GUAYAS;DAULE;RURAL;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;11:00 A 11:59;GUAYAS;GENERAL  ANTONIO ELIZALDE;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;18:00 A 18:59;MANABÍ;ROCAFUERTE;RURAL;0;5;5;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;12:00 A 12:59;GUAYAS;SALITRE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;11:00 A 11:59;GUAYAS;MILAGRO;URBANA;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;13:00 A 13:59;GUAYAS;DURAN;RURAL;0;3;3;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;23:00 A 23:59;LOS RÍOS;QUEVEDO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;03:00 A 03:59;GUAYAS;NARANJITO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;23:00 A 23:59;AZUAY;CUENCA;RURAL;0;2;2;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;04:00 A 04:59;GUAYAS;DURAN;URBANA;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;11:00 A 11:59;SANTA ELENA;SANTA ELENA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;16:00 A 16:59;GUAYAS;MILAGRO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;10:00 A 10:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;08:00 A 08:59;GUAYAS;DAULE;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;17:00 A 17:59;SANTA ELENA;SANTA ELENA;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;15:00 A 15:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;13:00 A 13:59;GUAYAS;PLAYAS;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;09:00 A 09:59;GUAYAS;SAMBORONDON;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;09:00 A 09:59;GUAYAS;DAULE;RURAL;2;0;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;14:00 A 14:59;GUAYAS;BALAO;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;11:00 A 11:59;GUAYAS;SAMBORONDON;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;11:00 A 11:59;GUAYAS;PLAYAS;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;09:00 A 09:59;GUAYAS;DURAN;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;07:00 A 07:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;11:00 A 11:59;GUAYAS;DURAN;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;07:00 A 07:59;GUAYAS;MILAGRO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;05:00 A 05:59;GUAYAS;DAULE;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;02:00 A 02:59;GUAYAS;BALAO;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;03:00 A 03:59;GUAYAS;DAULE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;03:00 A 03:59;SANTA ELENA;LA LIBERTAD;URBANA;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;00:00 A 00:59;GUAYAS;MILAGRO;URBANA;0;2;2;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;02:00 A 02:59;GUAYAS;MILAGRO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;18:00 A 18:59;MANABÍ;SUCRE;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;00:00 A 00:59;BOLÍVAR;SAN MIGUEL;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;16:00 A 16:59;SUCUMBÍOS;LAGO AGRIO;RURAL;1;1;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;07:00 A 07:59;BOLÍVAR;SAN MIGUEL;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;07:00 A 07:59;CAÑAR;CAÑAR;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;09:00 A 09:59;NAPO;TENA;RURAL;0;1;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;MARTES;07:00 A 07:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;20:00 A 20:59;TUNGURAHUA;AMBATO;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;23:00 A 23:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;13:00 A 13:59;COTOPAXI;LATACUNGA;RURAL;1;0;1;PÉRDIDA DE PISTA;OTRAS CAUSAS
ENERO;MARTES;23:00 A 23:59;COTOPAXI;SALCEDO;RURAL;1;0;1;ATROPELLOS;OTRAS CAUSAS
ENERO;MARTES;04:00 A 04:59;PASTAZA;PASTAZA;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;06:00 A 06:59;PICHINCHA;MEJIA;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;16:00 A 16:59;ORELLANA;LORETO;RURAL;1;1;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;03:00 A 03:59;PICHINCHA;MEJIA;RURAL;1;3;4;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;05:00 A 05:59;IMBABURA;OTAVALO;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;21:00 A 21:59;IMBABURA;OTAVALO;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;05:00 A 05:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;18:00 A 18:59;ESMERALDAS;ATACAMES;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;21:00 A 21:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;MARTES;08:00 A 08:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;01:00 A 01:59;CHIMBORAZO;RIOBAMBA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;20:00 A 20:59;CARCHI;TULCAN;RURAL;0;3;3;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;MARTES;08:00 A 08:59;AZUAY;GIRON;RURAL;1;1;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;02:00 A 02:59;ORELLANA;ORELLANA;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;05:00 A 05:59;ORELLANA;ORELLANA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;02:00 A 02:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;05:00 A 05:59;GUAYAS;GUAYAQUIL;URBANA;0;3;3;ATROPELLOS;EXCESO VELOCIDAD
ENERO;MARTES;06:00 A 06:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;MARTES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ROZAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;MARTES;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;MARTES;05:00 A 05:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;1;1;2;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;10:00 A 10:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;10:00 A 10:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;MARTES;10:00 A 10:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;MARTES;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MARTES;12:00 A 12:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
ENERO;MARTES;10:00 A 10:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MARTES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;MARTES;15:00 A 15:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;MARTES;18:00 A 18:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;19:00 A 19:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
ENERO;MARTES;22:00 A 22:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;MARTES;01:00 A 01:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
ENERO;MARTES;06:00 A 06:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;VOLCAMIENTOS;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;15:00 A 15:59;TUNGURAHUA;AMBATO;URBANA;0;4;4;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;OTROS;OTRAS CAUSAS
ENERO;MIÉRCOLES;19:00 A 19:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;00:00 A 00:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;5;5;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;09:00 A 09:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;12:00 A 12:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;OTROS;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;12:00 A 12:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;20:00 A 20:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MIÉRCOLES;18:00 A 18:59;GUAYAS;DAULE;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;09:00 A 09:59;MANABÍ;MONTECRISTI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;15:00 A 15:59;GUAYAS;NARANJITO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;22:00 A 22:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;20:00 A 20:59;MANABÍ;PORTOVIEJO;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;16:00 A 16:59;MANABÍ;MONTECRISTI;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;17:00 A 17:59;GUAYAS;SAMBORONDON;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;08:00 A 08:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;08:00 A 08:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;10:00 A 10:59;SANTA ELENA;SANTA ELENA;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;10:00 A 10:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;12:00 A 12:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;06:00 A 06:59;GUAYAS;DAULE;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;10:00 A 10:59;EL ORO;EL GUABO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;04:00 A 04:59;EL ORO;ARENILLAS;RURAL;0;0;0;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;00:00 A 00:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;5;5;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MIÉRCOLES;00:00 A 00:59;SUCUMBÍOS;SUCUMBIOS;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;07:00 A 07:59;TUNGURAHUA;QUERO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;06:00 A 06:59;CAÑAR;AZOGUES;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;08:00 A 08:59;TUNGURAHUA;SANTIAGO DE PILLARO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;15:00 A 15:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;08:00 A 08:59;CHIMBORAZO;RIOBAMBA;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;18:00 A 18:59;CAÑAR;AZOGUES;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;21:00 A 21:59;EL ORO;MACHALA;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;13:00 A 13:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;11:00 A 11:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;12:00 A 12:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MIÉRCOLES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;12:00 A 12:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;MIÉRCOLES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CAÍDA DE PASAJEROS;MAL REBASAMIENTO INVADIR CARRIL
